Compiled with OpenMP and running with 8 threads.
imagefile = nanowire4.png 
P = 3 
finaltime = 1e-08 
timestep = 1e-13 
sample_width  = 2.1e-07 
sample_height = 1.3e-07 
sample_depth  = 1.5e-08 
xdim = 42 
ydim = 26 
zdim = 3 
demag = 1 
exchange = 1 
external = 1 
use_fmm = 0 
use_gpu = 1 
sim_name = sim_nanowire4_42x26x3_5nm_Hext_fixedstep_1e-13 
SEED = 2010 
IC = 0 
(xdim, ydim, zdim) = (42, 26, 3)
(sample_width, sample_height, sample_depth) = (2.1e-07, 1.3e-07, 1.5e-08)
(dx, dy, dz) = (5e-09, 5e-09, 5e-09)
Initial condition: Single Domain
If you want to see the initial state of M, now is the time! 

using device 0
launching kernel with 3276 blocks and 1024 threads...
1, 1e-13, 1e-13, 337.627, 1, -2.17881e-05, 4.30997e-05, 1, 0.0668902 
If you want to see the initial state of M, now is the time! 

2, 2e-13, 1e-13, 337.631, 1, -4.38609e-05, 8.59491e-05, 1, 0.0664567 
3, 3e-13, 1e-13, 337.634, 1, -6.62151e-05, 0.000128504, 1, 0.066032 
4, 4e-13, 1e-13, 337.637, 1, -8.88475e-05, 0.000170765, 1, 0.0656139 
5, 5e-13, 1e-13, 337.64, 0.999999, -0.000111755, 0.00021273, 1, 0.0652003 
6, 6e-13, 1e-13, 337.643, 0.999999, -0.000134934, 0.0002544, 1, 0.0647894 
7, 7e-13, 1e-13, 337.646, 0.999998, -0.000158382, 0.000295774, 1, 0.0643796 
8, 8e-13, 1e-13, 337.649, 0.999998, -0.000182096, 0.000336853, 1, 0.0639694 
9, 9e-13, 1e-13, 337.652, 0.999997, -0.000206072, 0.000377634, 1, 0.0635577 
10, 1e-12, 1e-13, 337.656, 0.999996, -0.000230306, 0.00041812, 1, 0.0631432 
11, 1.1e-12, 1e-13, 337.659, 0.999995, -0.000254797, 0.000458308, 1, 0.0627253 
12, 1.2e-12, 1e-13, 337.662, 0.999994, -0.00027954, 0.0004982, 1, 0.0623031 
13, 1.3e-12, 1e-13, 337.665, 0.999994, -0.000304534, 0.000537794, 1, 0.0618761 
14, 1.4e-12, 1e-13, 337.668, 0.999992, -0.000329774, 0.000577091, 1, 0.0614439 
15, 1.5e-12, 1e-13, 337.672, 0.999991, -0.000355257, 0.000616091, 1, 0.0610062 
16, 1.6e-12, 1e-13, 337.675, 0.99999, -0.00038098, 0.000654792, 1, 0.060563 
17, 1.7e-12, 1e-13, 337.678, 0.999989, -0.00040694, 0.000693197, 1, 0.0601141 
18, 1.8e-12, 1e-13, 337.681, 0.999987, -0.000433135, 0.000731303, 1, 0.0596596 
19, 1.9e-12, 1e-13, 337.684, 0.999986, -0.00045956, 0.000769111, 1, 0.0591997 
20, 2e-12, 1e-13, 337.687, 0.999985, -0.000486214, 0.000806622, 1, 0.0587345 
21, 2.1e-12, 1e-13, 337.691, 0.999983, -0.000513092, 0.000843834, 1, 0.0582644 
22, 2.2e-12, 1e-13, 337.694, 0.999982, -0.000540192, 0.000880748, 1, 0.0577897 
23, 2.3e-12, 1e-13, 337.697, 0.99998, -0.00056751, 0.000917364, 1, 0.0573108 
24, 2.4e-12, 1e-13, 337.7, 0.999978, -0.000595044, 0.000953683, 1, 0.0568281 
25, 2.5e-12, 1e-13, 337.703, 0.999977, -0.000622791, 0.000989703, 1, 0.056342 
26, 2.6e-12, 1e-13, 337.707, 0.999975, -0.000650747, 0.00102543, 1, 0.0558531 
27, 2.7e-12, 1e-13, 337.71, 0.999973, -0.00067891, 0.00106085, 1, 0.0553617 
28, 2.8e-12, 1e-13, 337.713, 0.999972, -0.000707276, 0.00109598, 1, 0.0548684 
29, 2.9e-12, 1e-13, 337.716, 0.999969, -0.000735843, 0.00113081, 1, 0.0543737 
30, 3e-12, 1e-13, 337.719, 0.999967, -0.000764608, 0.00116534, 1, 0.0538779 
31, 3.1e-12, 1e-13, 337.723, 0.999965, -0.000793567, 0.00119957, 1, 0.0533817 
32, 3.2e-12, 1e-13, 337.726, 0.999964, -0.000822717, 0.00123351, 1, 0.0528854 
33, 3.3e-12, 1e-13, 337.729, 0.999961, -0.000852057, 0.00126715, 1, 0.0523895 
34, 3.4e-12, 1e-13, 337.732, 0.999959, -0.000881582, 0.0013005, 1, 0.0518944 
35, 3.5e-12, 1e-13, 337.736, 0.999957, -0.000911289, 0.00133354, 1, 0.0514005 
