Compiled with OpenMP and running with 8 threads.
imagefile = dummy.png 
P = 3 
finaltime = 1e-08 
timestep = 1e-14 
sample_width  = 1.6e-07 
sample_height = 1.6e-07 
sample_depth  = 1.5e-08 
xdim = 16 
ydim = 16 
zdim = 3 
demag = 1 
exchange = 1 
external = 0 
use_fmm = 0 
use_gpu = 1 
sim_name = sim_square_variablestep_16x16x3_5nm_ICrandom 
SEED = 2010 
IC = 2 
(xdim, ydim, zdim) = (16, 16, 3)
(sample_width, sample_height, sample_depth) = (1.6e-07, 1.6e-07, 1.5e-08)
(dx, dy, dz) = (1e-08, 1e-08, 5e-09)
Initial condition: Random
If you want to see the initial state of M, now is the time! 

using device 0
launching kernel with 768 blocks and 1024 threads...
1, 1e-14, 4.73652e-15, 954.613, 0.0184941, 0.00629775, 5.39843e-06, 1, 1.05563 
If you want to see the initial state of M, now is the time! 

2, 1.47365e-14, 4.73643e-15, 954.576, 0.018501, 0.00630241, 7.98852e-06, 1, 1.05565 
3, 1.9473e-14, 4.73634e-15, 954.539, 0.0185079, 0.00630706, 1.05865e-05, 1, 1.05567 
4, 2.42093e-14, 4.73625e-15, 954.501, 0.0185148, 0.0063117, 1.31925e-05, 1, 1.05569 
5, 2.89455e-14, 4.73617e-15, 954.464, 0.0185217, 0.00631636, 1.58064e-05, 1, 1.05571 
6, 3.36817e-14, 4.73609e-15, 954.426, 0.0185285, 0.006321, 1.84282e-05, 1, 1.05572 
7, 3.84178e-14, 4.73602e-15, 954.389, 0.0185354, 0.00632566, 2.1058e-05, 1, 1.05574 
8, 4.31538e-14, 4.73594e-15, 954.352, 0.0185422, 0.00633031, 2.36957e-05, 1, 1.05576 
9, 4.78898e-14, 4.73587e-15, 954.314, 0.0185491, 0.00633497, 2.63413e-05, 1, 1.05577 
10, 5.26256e-14, 4.73581e-15, 954.277, 0.018556, 0.00633962, 2.89949e-05, 1, 1.05579 
11, 5.73615e-14, 4.73574e-15, 954.239, 0.0185628, 0.00634428, 3.16565e-05, 1, 1.0558 
12, 6.20972e-14, 4.73568e-15, 954.202, 0.0185697, 0.00634894, 3.4326e-05, 1, 1.05581 
13, 6.68329e-14, 4.73563e-15, 954.165, 0.0185765, 0.00635359, 3.70034e-05, 1, 1.05583 
14, 7.15685e-14, 4.73558e-15, 954.127, 0.0185833, 0.00635825, 3.96889e-05, 1, 1.05584 
15, 7.63041e-14, 4.73553e-15, 954.09, 0.0185902, 0.00636291, 4.23822e-05, 1, 1.05585 
16, 8.10396e-14, 4.73548e-15, 954.052, 0.018597, 0.00636757, 4.50836e-05, 1, 1.05586 
17, 8.57751e-14, 4.73544e-15, 954.015, 0.0186038, 0.00637222, 4.77929e-05, 1, 1.05587 
18, 9.05105e-14, 4.7354e-15, 953.978, 0.0186107, 0.00637689, 5.05101e-05, 1, 1.05588 
19, 9.52459e-14, 4.73536e-15, 953.94, 0.0186175, 0.00638154, 5.32354e-05, 1, 1.05589 
20, 9.99813e-14, 4.73533e-15, 953.903, 0.0186243, 0.0063862, 5.59687e-05, 1, 1.05589 
21, 1.04717e-13, 4.7353e-15, 953.865, 0.0186311, 0.00639087, 5.87099e-05, 1, 1.0559 
22, 1.09452e-13, 4.73528e-15, 953.828, 0.0186379, 0.00639552, 6.1459e-05, 1, 1.0559 
23, 1.14187e-13, 4.73525e-15, 953.791, 0.0186447, 0.00640019, 6.42161e-05, 1, 1.05591 
24, 1.18922e-13, 4.73524e-15, 953.753, 0.0186515, 0.00640485, 6.69813e-05, 1, 1.05591 
25, 1.23658e-13, 4.73522e-15, 953.716, 0.0186584, 0.00640951, 6.97544e-05, 1, 1.05592 
26, 1.28393e-13, 4.73521e-15, 953.678, 0.0186651, 0.00641418, 7.25356e-05, 1, 1.05592 
27, 1.33128e-13, 4.7352e-15, 953.641, 0.0186719, 0.00641884, 7.53248e-05, 1, 1.05592 
28, 1.37863e-13, 4.73519e-15, 953.604, 0.0186787, 0.00642351, 7.8122e-05, 1, 1.05592 
29, 1.42599e-13, 4.73519e-15, 953.567, 0.0186855, 0.00642816, 8.09271e-05, 1, 1.05592 
30, 1.47334e-13, 4.73519e-15, 953.529, 0.0186923, 0.00643284, 8.37402e-05, 1, 1.05592 
31, 1.52069e-13, 4.7352e-15, 953.492, 0.0186991, 0.0064375, 8.65612e-05, 1, 1.05592 
32, 1.56804e-13, 4.73521e-15, 953.454, 0.0187058, 0.00644217, 8.93905e-05, 1, 1.05592 
33, 1.61539e-13, 4.73522e-15, 953.417, 0.0187126, 0.00644684, 9.22275e-05, 1, 1.05592 
34, 1.66275e-13, 4.73523e-15, 953.379, 0.0187193, 0.0064515, 9.50728e-05, 1, 1.05591 
35, 1.7101e-13, 4.73525e-15, 953.342, 0.0187261, 0.00645617, 9.79259e-05, 1, 1.05591 
36, 1.75745e-13, 4.73527e-15, 953.305, 0.0187329, 0.00646084, 0.000100787, 1, 1.05591 
37, 1.8048e-13, 4.7353e-15, 953.267, 0.0187396, 0.00646551, 0.000103657, 1, 1.0559 
38, 1.85216e-13, 4.73533e-15, 953.23, 0.0187464, 0.00647019, 0.000106534, 1, 1.05589 
39, 1.89951e-13, 4.73536e-15, 953.193, 0.0187531, 0.00647485, 0.000109419, 1, 1.05589 
40, 1.94686e-13, 4.73539e-15, 953.155, 0.0187599, 0.00647952, 0.000112312, 1, 1.05588 
41, 1.99422e-13, 4.73543e-15, 953.118, 0.0187666, 0.00648418, 0.000115214, 1, 1.05587 
