Compiled with OpenMP and running with 8 threads.
imagefile = nanowire3.png 
P = 3 
finaltime = 1e-08 
timestep = 1e-13 
sample_width  = 3.8e-07 
sample_height = 1.35e-07 
sample_depth  = 1.5e-08 
xdim = 76 
ydim = 27 
zdim = 3 
demag = 1 
exchange = 1 
external = 1 
use_fmm = 0 
use_gpu = 1 
sim_name = sim_nanowire3_76x27x3_withHext 
SEED = 2010 
IC = 0 
(xdim, ydim, zdim) = (76, 27, 3)
(sample_width, sample_height, sample_depth) = (3.8e-07, 1.35e-07, 1.5e-08)
(dx, dy, dz) = (5e-09, 5e-09, 5e-09)
Initial condition: Single Domain
If you want to see the initial state of M, now is the time! 

using device 1
launching kernel with 6156 blocks and 1024 threads...
1, 1e-13, 1e-13, 680.505, 1, -6.76984e-06, 1.33626e-05, 1.00001, 0.0467878 
If you want to see the initial state of M, now is the time! 

2, 2e-13, 1e-13, 680.512, 1, -1.36276e-05, 2.66772e-05, 1.00001, 0.0465637 
3, 3e-13, 1e-13, 680.518, 0.999999, -2.05722e-05, 3.99002e-05, 1.00001, 0.0463524 
4, 4e-13, 1e-13, 680.525, 0.999999, -2.76027e-05, 5.30313e-05, 1.00001, 0.0461507 
5, 5e-13, 1e-13, 680.533, 0.999998, -3.47181e-05, 6.60704e-05, 1.00001, 0.0459554 
6, 6e-13, 1e-13, 680.539, 0.999997, -4.19174e-05, 7.90175e-05, 1.00001, 0.0457668 
7, 7e-13, 1e-13, 680.546, 0.999997, -4.91997e-05, 9.18724e-05, 1.00001, 0.0456684 
8, 8e-13, 1e-13, 680.553, 0.999996, -5.65639e-05, 0.000104635, 1.00001, 0.045568 
9, 9e-13, 1e-13, 680.56, 0.999996, -6.40089e-05, 0.000117306, 1.00001, 0.0454635 
10, 1e-12, 1e-13, 680.566, 0.999995, -7.1534e-05, 0.000129884, 1.00001, 0.045353 
11, 1.1e-12, 1e-13, 680.573, 0.999994, -7.9138e-05, 0.000142369, 1.00001, 0.0452352 
12, 1.2e-12, 1e-13, 680.58, 0.999993, -8.68201e-05, 0.000154763, 1.00001, 0.0451089 
13, 1.3e-12, 1e-13, 680.587, 0.999992, -9.45791e-05, 0.000167063, 1.00001, 0.0449729 
14, 1.4e-12, 1e-13, 680.594, 0.999992, -0.000102414, 0.000179271, 1.00001, 0.0448268 
15, 1.5e-12, 1e-13, 680.601, 0.999991, -0.000110324, 0.000191387, 1.00001, 0.0446699 
16, 1.6e-12, 1e-13, 680.608, 0.99999, -0.000118309, 0.000203409, 1.00001, 0.0445019 
17, 1.7e-12, 1e-13, 680.614, 0.999989, -0.000126366, 0.000215339, 1.00001, 0.0443227 
18, 1.8e-12, 1e-13, 680.621, 0.999988, -0.000134496, 0.000227176, 1.00001, 0.0441322 
19, 1.9e-12, 1e-13, 680.628, 0.999987, -0.000142697, 0.000238921, 1.00001, 0.0439305 
20, 2e-12, 1e-13, 680.636, 0.999986, -0.000150968, 0.000250573, 1.00001, 0.043718 
21, 2.1e-12, 1e-13, 680.642, 0.999984, -0.000159308, 0.000262131, 1.00001, 0.0434948 
22, 2.2e-12, 1e-13, 680.649, 0.999983, -0.000167717, 0.000273598, 1.00001, 0.0432614 
23, 2.3e-12, 1e-13, 680.656, 0.999982, -0.000176193, 0.000284971, 1.00001, 0.0430184 
24, 2.4e-12, 1e-13, 680.663, 0.999981, -0.000184736, 0.000296252, 1.00001, 0.0427661 
25, 2.5e-12, 1e-13, 680.669, 0.99998, -0.000193344, 0.00030744, 1.00001, 0.0425051 
26, 2.6e-12, 1e-13, 680.676, 0.999978, -0.000202017, 0.000318535, 1.00001, 0.0422361 
27, 2.7e-12, 1e-13, 680.684, 0.999977, -0.000210754, 0.000329537, 1.00001, 0.0419597 
28, 2.8e-12, 1e-13, 680.691, 0.999976, -0.000219553, 0.000340447, 1.00001, 0.0416764 
29, 2.9e-12, 1e-13, 680.698, 0.999974, -0.000228414, 0.000351264, 1.00001, 0.0413869 
30, 3e-12, 1e-13, 680.705, 0.999973, -0.000237336, 0.000361989, 1.00001, 0.0410919 
31, 3.1e-12, 1e-13, 680.712, 0.999972, -0.000246318, 0.000372621, 1.00001, 0.0407919 
32, 3.2e-12, 1e-13, 680.718, 0.999971, -0.000255358, 0.000383161, 1.00001, 0.0404876 
33, 3.3e-12, 1e-13, 680.725, 0.999969, -0.000264457, 0.000393608, 1.00001, 0.0401795 
34, 3.4e-12, 1e-13, 680.732, 0.999968, -0.000273614, 0.000403963, 1.00001, 0.0398683 
35, 3.5e-12, 1e-13, 680.74, 0.999966, -0.000282826, 0.000414226, 1.00001, 0.0395545 
36, 3.6e-12, 1e-13, 680.747, 0.999964, -0.000292094, 0.000424396, 1.00001, 0.0392386 
37, 3.7e-12, 1e-13, 680.753, 0.999963, -0.000301416, 0.000434474, 1.00001, 0.0389211 
38, 3.8e-12, 1e-13, 680.76, 0.999961, -0.000310792, 0.000444461, 1.00001, 0.0386026 
39, 3.9e-12, 1e-13, 680.767, 0.99996, -0.000320221, 0.000454355, 1.00001, 0.0382834 
40, 4e-12, 1e-13, 680.774, 0.999958, -0.000329701, 0.000464157, 1.00001, 0.037964 
41, 4.1e-12, 1e-13, 680.781, 0.999956, -0.000339233, 0.000473868, 1.00001, 0.0376448 
42, 4.2e-12, 1e-13, 680.789, 0.999955, -0.000348814, 0.000483487, 1.00001, 0.0373261 
43, 4.3e-12, 1e-13, 680.796, 0.999953, -0.000358445, 0.000493014, 1.00001, 0.0370084 
44, 4.4e-12, 1e-13, 680.803, 0.999951, -0.000368124, 0.00050245, 1.00001, 0.0366918 
45, 4.5e-12, 1e-13, 680.809, 0.99995, -0.00037785, 0.000511795, 1.00001, 0.0363768 
46, 4.6e-12, 1e-13, 680.816, 0.999948, -0.000387623, 0.000521048, 1.00001, 0.0360636 
47, 4.7e-12, 1e-13, 680.823, 0.999946, -0.000397441, 0.000530211, 1, 0.0357523 
48, 4.8e-12, 1e-13, 680.831, 0.999944, -0.000407304, 0.000539282, 1.00001, 0.0354433 
49, 4.9e-12, 1e-13, 680.838, 0.999942, -0.000417211, 0.000548263, 1.00001, 0.0351367 
50, 5e-12, 1e-13, 680.845, 0.999941, -0.000427162, 0.000557153, 1.00001, 0.0348327 
51, 5.1e-12, 1e-13, 680.852, 0.999938, -0.000437154, 0.000565952, 1.00001, 0.0345314 
52, 5.2e-12, 1e-13, 680.859, 0.999936, -0.000447188, 0.000574662, 1.00001, 0.0342331 
53, 5.3e-12, 1e-13, 680.865, 0.999934, -0.000457262, 0.00058328, 1.00001, 0.0339377 
54, 5.4e-12, 1e-13, 680.872, 0.999932, -0.000467377, 0.000591809, 1.00001, 0.0336455 
55, 5.5e-12, 1e-13, 680.88, 0.999931, -0.000477529, 0.000600248, 1.00001, 0.0333564 
56, 5.6e-12, 1e-13, 680.887, 0.999929, -0.000487721, 0.000608597, 1.00001, 0.0330706 
57, 5.7e-12, 1e-13, 680.894, 0.999927, -0.000497949, 0.000616857, 1.00001, 0.0327882 
58, 5.8e-12, 1e-13, 680.901, 0.999924, -0.000508214, 0.000625027, 1.00001, 0.0325091 
59, 5.9e-12, 1e-13, 680.908, 0.999923, -0.000518514, 0.000633108, 1.00001, 0.0322334 
60, 6e-12, 1e-13, 680.915, 0.999921, -0.000528849, 0.0006411, 1.00001, 0.0319612 
61, 6.1e-12, 1e-13, 680.922, 0.999919, -0.000539218, 0.000649003, 1.00001, 0.0316925 
